"jurisdiction","date","cases.JHU","deaths.JHU","numconf","numprob","numdeaths","numtotal"
"Northwest Territories",2020-01-13,0,0,0,0,0,0
"Northwest Territories",2020-01-14,0,0,0,0,0,0
"Northwest Territories",2020-01-15,0,0,0,0,0,0
"Northwest Territories",2020-01-16,0,0,0,0,0,0
"Northwest Territories",2020-01-17,0,0,0,0,0,0
"Northwest Territories",2020-01-18,0,0,0,0,0,0
"Northwest Territories",2020-01-19,0,0,0,0,0,0
"Northwest Territories",2020-01-20,0,0,0,0,0,0
"Northwest Territories",2020-01-21,0,0,0,0,0,0
"Northwest Territories",2020-01-22,0,0,0,0,0,0
"Northwest Territories",2020-01-23,0,0,0,0,0,0
"Northwest Territories",2020-01-24,0,0,0,0,0,0
"Northwest Territories",2020-01-25,0,0,0,0,0,0
"Northwest Territories",2020-01-26,0,0,0,0,0,0
"Northwest Territories",2020-01-27,0,0,0,0,0,0
"Northwest Territories",2020-01-28,0,0,0,0,0,0
"Northwest Territories",2020-01-29,0,0,0,0,0,0
"Northwest Territories",2020-01-30,0,0,0,0,0,0
"Northwest Territories",2020-01-31,0,0,0,0,0,0
"Northwest Territories",2020-02-01,0,0,0,0,0,0
"Northwest Territories",2020-02-02,0,0,0,0,0,0
"Northwest Territories",2020-02-03,0,0,0,0,0,0
"Northwest Territories",2020-02-04,0,0,0,0,0,0
"Northwest Territories",2020-02-05,0,0,0,0,0,0
"Northwest Territories",2020-02-06,0,0,0,0,0,0
"Northwest Territories",2020-02-07,0,0,0,0,0,0
"Northwest Territories",2020-02-08,0,0,0,0,0,0
"Northwest Territories",2020-02-09,0,0,0,0,0,0
"Northwest Territories",2020-02-10,0,0,0,0,0,0
"Northwest Territories",2020-02-11,0,0,0,0,0,0
"Northwest Territories",2020-02-12,0,0,0,0,0,0
"Northwest Territories",2020-02-13,0,0,0,0,0,0
"Northwest Territories",2020-02-14,0,0,0,0,0,0
"Northwest Territories",2020-02-15,0,0,0,0,0,0
"Northwest Territories",2020-02-16,0,0,0,0,0,0
"Northwest Territories",2020-02-17,0,0,0,0,0,0
"Northwest Territories",2020-02-18,0,0,0,0,0,0
"Northwest Territories",2020-02-19,0,0,0,0,0,0
"Northwest Territories",2020-02-20,0,0,0,0,0,0
"Northwest Territories",2020-02-21,0,0,0,0,0,0
"Northwest Territories",2020-02-22,0,0,0,0,0,0
"Northwest Territories",2020-02-23,0,0,0,0,0,0
"Northwest Territories",2020-02-24,0,0,0,0,0,0
"Northwest Territories",2020-02-25,0,0,0,0,0,0
"Northwest Territories",2020-02-26,0,0,0,0,0,0
"Northwest Territories",2020-02-27,0,0,0,0,0,0
"Northwest Territories",2020-02-28,0,0,0,0,0,0
"Northwest Territories",2020-02-29,0,0,0,0,0,0
"Northwest Territories",2020-03-01,0,0,0,0,0,0
"Northwest Territories",2020-03-02,0,0,0,0,0,0
"Northwest Territories",2020-03-03,0,0,0,0,0,0
"Northwest Territories",2020-03-04,0,0,0,0,0,0
"Northwest Territories",2020-03-05,0,0,0,0,0,0
"Northwest Territories",2020-03-06,0,0,0,0,0,0
"Northwest Territories",2020-03-07,0,0,0,0,0,0
"Northwest Territories",2020-03-08,0,0,0,0,0,0
"Northwest Territories",2020-03-09,0,0,0,0,0,0
"Northwest Territories",2020-03-10,0,0,0,0,0,0
"Northwest Territories",2020-03-11,0,0,0,0,0,0
"Northwest Territories",2020-03-12,0,0,0,0,0,0
"Northwest Territories",2020-03-13,0,0,0,0,0,0
"Northwest Territories",2020-03-14,0,0,0,0,0,0
"Northwest Territories",2020-03-15,0,0,0,0,0,0
"Northwest Territories",2020-03-16,0,0,0,0,0,0
"Northwest Territories",2020-03-17,0,0,0,0,0,0
"Northwest Territories",2020-03-18,0,0,0,0,0,0
"Northwest Territories",2020-03-19,0,0,0,0,0,0
"Northwest Territories",2020-03-20,0,0,0,0,0,0
"Northwest Territories",2020-03-21,0,0,1,0,0,1
"Northwest Territories",2020-03-22,0,0,1,0,0,1
"Northwest Territories",2020-03-23,0,0,1,0,0,1
"Northwest Territories",2020-03-24,0,0,1,0,0,1
"Northwest Territories",2020-03-25,0,0,1,0,0,1
"Northwest Territories",2020-03-26,1,0,1,0,0,1
"Northwest Territories",2020-03-27,1,0,1,0,0,1
"Northwest Territories",2020-03-28,1,0,1,0,0,1
"Northwest Territories",2020-03-29,1,0,1,0,0,1
"Northwest Territories",2020-03-30,1,0,1,0,0,1
"Northwest Territories",2020-03-31,1,0,1,0,0,1
"Northwest Territories",2020-04-01,2,0,2,0,0,2
"Northwest Territories",2020-04-02,2,0,2,0,0,2
"Northwest Territories",2020-04-03,2,0,4,0,0,4
"Northwest Territories",2020-04-04,4,0,4,0,0,4
"Northwest Territories",2020-04-05,4,0,4,0,0,4
"Northwest Territories",2020-04-06,5,0,5,0,0,5
"Northwest Territories",2020-04-07,5,0,5,0,0,5
"Northwest Territories",2020-04-08,5,0,5,0,0,5
"Northwest Territories",2020-04-09,5,0,5,0,0,5
"Northwest Territories",2020-04-10,5,0,5,0,0,5
"Northwest Territories",2020-04-11,5,0,5,0,0,5
"Northwest Territories",2020-04-12,5,0,5,0,0,5
"Northwest Territories",2020-04-13,5,0,5,0,0,5
"Northwest Territories",2020-04-14,5,0,5,0,0,5
"Northwest Territories",2020-04-15,5,0,5,0,0,5
"Northwest Territories",2020-04-16,5,0,5,0,0,5
"Northwest Territories",2020-04-17,5,0,5,0,0,5
"Northwest Territories",2020-04-18,5,0,5,0,0,5
"Northwest Territories",2020-04-19,5,0,5,0,0,5
"Northwest Territories",2020-04-20,5,0,5,0,0,5
"Northwest Territories",2020-04-21,5,0,5,0,0,5
"Northwest Territories",2020-04-22,5,0,5,0,0,5
"Northwest Territories",2020-04-23,5,0,5,0,0,5
"Northwest Territories",2020-04-24,5,0,5,0,0,5
"Northwest Territories",2020-04-25,5,0,5,0,0,5
"Northwest Territories",2020-04-26,5,0,5,0,0,5
"Northwest Territories",2020-04-27,5,0,5,0,0,5
"Northwest Territories",2020-04-28,5,0,5,0,0,5
"Northwest Territories",2020-04-29,5,0,5,0,0,5
"Northwest Territories",2020-04-30,5,0,5,0,0,5
"Northwest Territories",2020-05-01,5,0,5,0,0,5
"Northwest Territories",2020-05-02,5,0,5,0,0,5
"Northwest Territories",2020-05-03,5,0,5,0,0,5
"Northwest Territories",2020-05-04,5,0,5,0,0,5
"Northwest Territories",2020-05-05,5,0,5,0,0,5
"Northwest Territories",2020-05-06,5,0,5,0,0,5
"Northwest Territories",2020-05-07,5,0,5,0,0,5
"Northwest Territories",2020-05-08,5,0,5,0,0,5
"Northwest Territories",2020-05-09,5,0,5,0,0,5
"Northwest Territories",2020-05-10,0,0,5,0,0,5
"Nova Scotia",2019-12-31,0,0,0,0,0,0
"Nova Scotia",2020-01-01,0,0,0,0,0,0
"Nova Scotia",2020-01-02,0,0,0,0,0,0
"Nova Scotia",2020-01-03,0,0,0,0,0,0
"Nova Scotia",2020-01-04,0,0,0,0,0,0
"Nova Scotia",2020-01-05,0,0,0,0,0,0
"Nova Scotia",2020-01-06,0,0,0,0,0,0
"Nova Scotia",2020-01-07,0,0,0,0,0,0
"Nova Scotia",2020-01-08,0,0,0,0,0,0
"Nova Scotia",2020-01-09,0,0,0,0,0,0
"Nova Scotia",2020-01-10,0,0,0,0,0,0
"Nova Scotia",2020-01-11,0,0,0,0,0,0
"Nova Scotia",2020-01-12,0,0,0,0,0,0
"Nova Scotia",2020-01-13,0,0,0,0,0,0
"Nova Scotia",2020-01-14,0,0,0,0,0,0
"Nova Scotia",2020-01-15,0,0,0,0,0,0
"Nova Scotia",2020-01-16,0,0,0,0,0,0
"Nova Scotia",2020-01-17,0,0,0,0,0,0
"Nova Scotia",2020-01-18,0,0,0,0,0,0
"Nova Scotia",2020-01-19,0,0,0,0,0,0
"Nova Scotia",2020-01-20,0,0,0,0,0,0
"Nova Scotia",2020-01-21,0,0,0,0,0,0
"Nova Scotia",2020-01-22,0,0,0,0,0,0
"Nova Scotia",2020-01-23,0,0,0,0,0,0
"Nova Scotia",2020-01-24,0,0,0,0,0,0
"Nova Scotia",2020-01-25,0,0,0,0,0,0
"Nova Scotia",2020-01-26,0,0,0,0,0,0
"Nova Scotia",2020-01-27,0,0,0,0,0,0
"Nova Scotia",2020-01-28,0,0,0,0,0,0
"Nova Scotia",2020-01-29,0,0,0,0,0,0
"Nova Scotia",2020-01-30,0,0,0,0,0,0
"Nova Scotia",2020-01-31,0,0,0,0,0,0
"Nova Scotia",2020-02-01,0,0,0,0,0,0
"Nova Scotia",2020-02-02,0,0,0,0,0,0
"Nova Scotia",2020-02-03,0,0,0,0,0,0
"Nova Scotia",2020-02-04,0,0,0,0,0,0
"Nova Scotia",2020-02-05,0,0,0,0,0,0
"Nova Scotia",2020-02-06,0,0,0,0,0,0
"Nova Scotia",2020-02-07,0,0,0,0,0,0
"Nova Scotia",2020-02-08,0,0,0,0,0,0
"Nova Scotia",2020-02-09,0,0,0,0,0,0
"Nova Scotia",2020-02-10,0,0,0,0,0,0
"Nova Scotia",2020-02-11,0,0,0,0,0,0
"Nova Scotia",2020-02-12,0,0,0,0,0,0
"Nova Scotia",2020-02-13,0,0,0,0,0,0
"Nova Scotia",2020-02-14,0,0,0,0,0,0
"Nova Scotia",2020-02-15,0,0,0,0,0,0
"Nova Scotia",2020-02-16,0,0,0,0,0,0
"Nova Scotia",2020-02-17,0,0,0,0,0,0
"Nova Scotia",2020-02-18,0,0,0,0,0,0
"Nova Scotia",2020-02-19,0,0,0,0,0,0
"Nova Scotia",2020-02-20,0,0,0,0,0,0
"Nova Scotia",2020-02-21,0,0,0,0,0,0
"Nova Scotia",2020-02-22,0,0,0,0,0,0
"Nova Scotia",2020-02-23,0,0,0,0,0,0
"Nova Scotia",2020-02-24,0,0,0,0,0,0
"Nova Scotia",2020-02-25,0,0,0,0,0,0
"Nova Scotia",2020-02-26,0,0,0,0,0,0
"Nova Scotia",2020-02-27,0,0,0,0,0,0
"Nova Scotia",2020-02-28,0,0,0,0,0,0
"Nova Scotia",2020-02-29,0,0,0,0,0,0
"Nova Scotia",2020-03-01,0,0,0,0,0,0
"Nova Scotia",2020-03-02,0,0,0,0,0,0
"Nova Scotia",2020-03-03,0,0,0,0,0,0
"Nova Scotia",2020-03-04,0,0,0,0,0,0
"Nova Scotia",2020-03-05,0,0,0,0,0,0
"Nova Scotia",2020-03-06,0,0,0,0,0,0
"Nova Scotia",2020-03-07,0,0,0,0,0,0
"Nova Scotia",2020-03-08,0,0,0,0,0,0
"Nova Scotia",2020-03-09,0,0,0,0,0,0
"Nova Scotia",2020-03-10,0,0,0,0,0,0
"Nova Scotia",2020-03-11,0,0,0,0,0,0
"Nova Scotia",2020-03-12,0,0,0,0,0,0
"Nova Scotia",2020-03-13,0,0,0,0,0,0
"Nova Scotia",2020-03-14,0,0,0,0,0,0
"Nova Scotia",2020-03-15,0,0,0,0,0,0
"Nova Scotia",2020-03-16,5,0,0,3,0,3
"Nova Scotia",2020-03-17,7,0,0,5,0,5
"Nova Scotia",2020-03-18,12,0,1,6,0,7
"Nova Scotia",2020-03-19,14,0,5,9,0,14
"Nova Scotia",2020-03-20,15,0,5,10,0,15
"Nova Scotia",2020-03-21,21,0,9,12,0,21
"Nova Scotia",2020-03-22,28,0,28,12,0,28
"Nova Scotia",2020-03-23,41,0,41,12,0,41
"Nova Scotia",2020-03-24,51,0,51,12,0,51
"Nova Scotia",2020-03-25,68,0,68,12,0,68
"Nova Scotia",2020-03-26,73,0,73,12,0,73
"Nova Scotia",2020-03-27,90,0,90,12,0,90
"Nova Scotia",2020-03-28,110,0,110,12,0,110
"Nova Scotia",2020-03-29,122,0,122,12,0,122
"Nova Scotia",2020-03-30,127,0,127,12,0,127
"Nova Scotia",2020-03-31,147,0,147,12,0,147
"Nova Scotia",2020-04-01,173,0,173,12,0,173
"Nova Scotia",2020-04-02,193,0,193,12,0,193
"Nova Scotia",2020-04-03,207,0,207,12,0,207
"Nova Scotia",2020-04-04,236,0,236,12,0,236
"Nova Scotia",2020-04-05,262,0,262,12,0,262
"Nova Scotia",2020-04-06,293,0,293,12,0,293
"Nova Scotia",2020-04-07,310,1,310,12,0,310
"Nova Scotia",2020-04-08,310,1,342,12,1,342
"Nova Scotia",2020-04-09,342,1,373,12,2,373
"Nova Scotia",2020-04-10,407,2,407,12,2,407
"Nova Scotia",2020-04-11,428,2,428,12,2,428
"Nova Scotia",2020-04-12,445,2,445,12,2,445
"Nova Scotia",2020-04-13,474,3,474,12,3,474
"Nova Scotia",2020-04-14,517,3,517,12,3,517
"Nova Scotia",2020-04-15,549,3,549,12,3,549
"Nova Scotia",2020-04-16,579,3,579,12,3,579
"Nova Scotia",2020-04-17,606,4,606,12,4,606
"Nova Scotia",2020-04-18,649,7,649,12,7,649
"Nova Scotia",2020-04-19,675,9,675,12,9,675
"Nova Scotia",2020-04-20,721,9,721,12,9,721
"Nova Scotia",2020-04-21,737,10,737,12,10,737
"Nova Scotia",2020-04-22,772,12,772,12,12,772
"Nova Scotia",2020-04-23,827,16,827,12,16,827
"Nova Scotia",2020-04-24,850,16,850,12,16,850
"Nova Scotia",2020-04-25,865,22,865,12,22,865
"Nova Scotia",2020-04-26,873,24,873,12,24,873
"Nova Scotia",2020-04-27,900,24,900,12,24,900
"Nova Scotia",2020-04-28,915,27,915,12,27,915
"Nova Scotia",2020-04-29,935,28,935,12,28,935
"Nova Scotia",2020-04-30,947,28,947,12,28,947
"Nova Scotia",2020-05-01,959,29,959,12,29,959
"Nova Scotia",2020-05-02,963,31,963,12,31,963
"Nova Scotia",2020-05-03,971,37,971,12,37,971
"Nova Scotia",2020-05-04,985,38,985,12,38,985
"Nova Scotia",2020-05-05,991,41,991,12,41,991
"Nova Scotia",2020-05-06,998,41,998,12,41,998
"Nova Scotia",2020-05-07,1007,44,1007,12,44,1007
"Nova Scotia",2020-05-08,1008,46,1008,12,46,1008
"Nova Scotia",2020-05-09,1011,47,1011,12,47,1011
"Nova Scotia",2020-05-10,0,0,1018,12,47,1018
"Nunavut",2019-12-31,0,0,0,0,0,0
"Nunavut",2020-01-01,0,0,0,0,0,0
"Nunavut",2020-01-02,0,0,0,0,0,0
"Nunavut",2020-01-03,0,0,0,0,0,0
"Nunavut",2020-01-04,0,0,0,0,0,0
"Nunavut",2020-01-05,0,0,0,0,0,0
"Nunavut",2020-01-06,0,0,0,0,0,0
"Nunavut",2020-01-07,0,0,0,0,0,0
"Nunavut",2020-01-08,0,0,0,0,0,0
"Nunavut",2020-01-09,0,0,0,0,0,0
"Nunavut",2020-01-10,0,0,0,0,0,0
"Nunavut",2020-01-11,0,0,0,0,0,0
"Nunavut",2020-01-12,0,0,0,0,0,0
"Nunavut",2020-01-13,0,0,0,0,0,0
"Nunavut",2020-01-14,0,0,0,0,0,0
"Nunavut",2020-01-15,0,0,0,0,0,0
"Nunavut",2020-01-16,0,0,0,0,0,0
"Nunavut",2020-01-17,0,0,0,0,0,0
"Nunavut",2020-01-18,0,0,0,0,0,0
"Nunavut",2020-01-19,0,0,0,0,0,0
"Nunavut",2020-01-20,0,0,0,0,0,0
"Nunavut",2020-01-21,0,0,0,0,0,0
"Nunavut",2020-01-22,0,0,0,0,0,0
"Nunavut",2020-01-23,0,0,0,0,0,0
"Nunavut",2020-01-24,0,0,0,0,0,0
"Nunavut",2020-01-25,0,0,0,0,0,0
"Nunavut",2020-01-26,0,0,0,0,0,0
"Nunavut",2020-01-27,0,0,0,0,0,0
"Nunavut",2020-01-28,0,0,0,0,0,0
"Nunavut",2020-01-29,0,0,0,0,0,0
"Nunavut",2020-01-30,0,0,0,0,0,0
"Nunavut",2020-01-31,0,0,0,0,0,0
"Nunavut",2020-02-01,0,0,0,0,0,0
"Nunavut",2020-02-02,0,0,0,0,0,0
"Nunavut",2020-02-03,0,0,0,0,0,0
"Nunavut",2020-02-04,0,0,0,0,0,0
"Nunavut",2020-02-05,0,0,0,0,0,0
"Nunavut",2020-02-06,0,0,0,0,0,0
"Nunavut",2020-02-07,0,0,0,0,0,0
"Nunavut",2020-02-08,0,0,0,0,0,0
"Nunavut",2020-02-09,0,0,0,0,0,0
"Nunavut",2020-02-10,0,0,0,0,0,0
"Nunavut",2020-02-11,0,0,0,0,0,0
"Nunavut",2020-02-12,0,0,0,0,0,0
"Nunavut",2020-02-13,0,0,0,0,0,0
"Nunavut",2020-02-14,0,0,0,0,0,0
"Nunavut",2020-02-15,0,0,0,0,0,0
"Nunavut",2020-02-16,0,0,0,0,0,0
"Nunavut",2020-02-17,0,0,0,0,0,0
"Nunavut",2020-02-18,0,0,0,0,0,0
"Nunavut",2020-02-19,0,0,0,0,0,0
"Nunavut",2020-02-20,0,0,0,0,0,0
"Nunavut",2020-02-21,0,0,0,0,0,0
"Nunavut",2020-02-22,0,0,0,0,0,0
"Nunavut",2020-02-23,0,0,0,0,0,0
"Nunavut",2020-02-24,0,0,0,0,0,0
"Nunavut",2020-02-25,0,0,0,0,0,0
"Nunavut",2020-02-26,0,0,0,0,0,0
"Nunavut",2020-02-27,0,0,0,0,0,0
"Nunavut",2020-02-28,0,0,0,0,0,0
"Nunavut",2020-02-29,0,0,0,0,0,0
"Nunavut",2020-03-01,0,0,0,0,0,0
"Nunavut",2020-03-02,0,0,0,0,0,0
"Nunavut",2020-03-03,0,0,0,0,0,0
"Nunavut",2020-03-04,0,0,0,0,0,0
"Nunavut",2020-03-05,0,0,0,0,0,0
"Nunavut",2020-03-06,0,0,0,0,0,0
"Nunavut",2020-03-07,0,0,0,0,0,0
"Nunavut",2020-03-08,0,0,0,0,0,0
"Nunavut",2020-03-09,0,0,0,0,0,0
"Nunavut",2020-03-10,0,0,0,0,0,0
"Nunavut",2020-03-11,0,0,0,0,0,0
"Nunavut",2020-03-12,0,0,0,0,0,0
"Nunavut",2020-03-13,0,0,0,0,0,0
"Nunavut",2020-03-14,0,0,0,0,0,0
"Nunavut",2020-03-15,0,0,0,0,0,0
"Nunavut",2020-03-16,0,0,0,0,0,0
"Nunavut",2020-03-17,0,0,0,0,0,0
"Nunavut",2020-03-18,0,0,0,0,0,0
"Nunavut",2020-03-19,0,0,0,0,0,0
"Nunavut",2020-03-20,0,0,0,0,0,0
"Nunavut",2020-03-21,0,0,0,0,0,0
"Nunavut",2020-03-22,0,0,0,0,0,0
"Nunavut",2020-03-23,0,0,0,0,0,0
"Nunavut",2020-03-24,0,0,0,0,0,0
"Nunavut",2020-03-25,0,0,0,0,0,0
"Nunavut",2020-03-26,0,0,0,0,0,0
"Nunavut",2020-03-27,0,0,0,0,0,0
"Nunavut",2020-03-28,0,0,0,0,0,0
"Nunavut",2020-03-29,0,0,0,0,0,0
"Nunavut",2020-03-30,0,0,0,0,0,0
"Nunavut",2020-03-31,0,0,0,0,0,0
"Nunavut",2020-04-01,0,0,0,0,0,0
"Nunavut",2020-04-02,0,0,0,0,0,0
"Nunavut",2020-04-03,0,0,0,0,0,0
"Nunavut",2020-04-04,0,0,0,0,0,0
"Nunavut",2020-04-05,0,0,0,0,0,0
"Nunavut",2020-04-06,0,0,0,0,0,0
"Nunavut",2020-04-07,0,0,0,0,0,0
"Nunavut",2020-04-08,0,0,0,0,0,0
"Nunavut",2020-04-09,0,0,0,0,0,0
"Nunavut",2020-04-10,0,0,0,0,0,0
"Nunavut",2020-04-11,0,0,0,0,0,0
"Nunavut",2020-04-12,0,0,0,0,0,0
"Nunavut",2020-04-13,0,0,0,0,0,0
"Nunavut",2020-04-14,0,0,0,0,0,0
"Nunavut",2020-04-15,0,0,0,0,0,0
"Nunavut",2020-04-16,0,0,0,0,0,0
"Nunavut",2020-04-17,0,0,0,0,0,0
"Nunavut",2020-04-18,0,0,0,0,0,0
"Nunavut",2020-04-19,0,0,0,0,0,0
"Nunavut",2020-04-20,0,0,0,0,0,0
"Nunavut",2020-04-21,0,0,0,0,0,0
"Nunavut",2020-04-22,0,0,0,0,0,0
"Nunavut",2020-04-23,0,0,0,0,0,0
"Nunavut",2020-04-24,0,0,0,0,0,0
"Nunavut",2020-04-25,0,0,0,0,0,0
"Nunavut",2020-04-26,0,0,0,0,0,0
"Nunavut",2020-04-27,0,0,0,0,0,0
"Nunavut",2020-04-28,0,0,0,0,0,0
"Nunavut",2020-04-29,0,0,0,0,0,0
"Nunavut",2020-04-30,0,0,0,0,0,0
"Nunavut",2020-05-01,0,0,0,0,0,0
"Nunavut",2020-05-02,0,0,0,0,0,0
"Nunavut",2020-05-03,0,0,0,0,0,0
"Nunavut",2020-05-04,0,0,0,0,0,0
"Nunavut",2020-05-05,0,0,0,0,0,0
"Nunavut",2020-05-06,0,0,0,0,0,0
"Nunavut",2020-05-07,0,0,0,0,0,0
"Nunavut",2020-05-08,0,0,0,0,0,0
"Nunavut",2020-05-09,0,0,0,0,0,0
"Nunavut",2020-05-10,0,0,0,0,0,0
"Ontario",2019-12-31,0,0,0,0,0,0
"Ontario",2020-01-01,0,0,0,0,0,0
"Ontario",2020-01-02,0,0,0,0,0,0
"Ontario",2020-01-03,0,0,0,0,0,0
"Ontario",2020-01-04,0,0,0,0,0,0
"Ontario",2020-01-05,0,0,0,0,0,0
"Ontario",2020-01-06,0,0,0,0,0,0
"Ontario",2020-01-07,0,0,0,0,0,0
"Ontario",2020-01-08,0,0,0,0,0,0
"Ontario",2020-01-09,0,0,0,0,0,0
"Ontario",2020-01-10,0,0,0,0,0,0
"Ontario",2020-01-11,0,0,0,0,0,0
"Ontario",2020-01-12,0,0,0,0,0,0
"Ontario",2020-01-13,0,0,0,0,0,0
"Ontario",2020-01-14,0,0,0,0,0,0
"Ontario",2020-01-15,0,0,0,0,0,0
"Ontario",2020-01-16,0,0,0,0,0,0
"Ontario",2020-01-17,0,0,0,0,0,0
"Ontario",2020-01-18,0,0,0,0,0,0
"Ontario",2020-01-19,0,0,0,0,0,0
"Ontario",2020-01-20,0,0,0,0,0,0
"Ontario",2020-01-21,0,0,0,0,0,0
"Ontario",2020-01-22,0,0,0,0,0,0
"Ontario",2020-01-23,0,0,0,0,0,0
"Ontario",2020-01-24,0,0,0,0,0,0
"Ontario",2020-01-25,0,0,0,0,0,0
"Ontario",2020-01-26,1,0,0,0,0,0
"Ontario",2020-01-27,1,0,0,0,0,0
"Ontario",2020-01-28,1,0,0,0,0,0
"Ontario",2020-01-29,1,0,0,0,0,0
"Ontario",2020-01-30,1,0,0,0,0,0
"Ontario",2020-01-31,3,0,3,0,0,3
"Ontario",2020-02-01,3,0,3,0,0,3
"Ontario",2020-02-02,3,0,3,0,0,3
"Ontario",2020-02-03,3,0,3,0,0,3
"Ontario",2020-02-04,3,0,3,0,0,3
"Ontario",2020-02-05,3,0,3,0,0,3
"Ontario",2020-02-06,3,0,3,0,0,3
"Ontario",2020-02-07,3,0,3,0,0,3
"Ontario",2020-02-08,3,0,3,0,0,3
"Ontario",2020-02-09,3,0,3,0,0,3
"Ontario",2020-02-10,3,0,3,0,0,3
"Ontario",2020-02-11,3,0,3,0,0,3
"Ontario",2020-02-12,3,0,3,0,0,3
"Ontario",2020-02-13,3,0,3,0,0,3
"Ontario",2020-02-14,3,0,3,0,0,3
"Ontario",2020-02-15,3,0,3,0,0,3
"Ontario",2020-02-16,3,0,3,0,0,3
"Ontario",2020-02-17,3,0,3,0,0,3
"Ontario",2020-02-18,3,0,3,0,0,3
"Ontario",2020-02-19,3,0,3,0,0,3
"Ontario",2020-02-20,3,0,3,0,0,3
"Ontario",2020-02-21,3,0,3,0,0,3
"Ontario",2020-02-22,3,0,3,0,0,3
"Ontario",2020-02-23,3,0,3,0,0,3
"Ontario",2020-02-24,4,0,4,0,0,4
"Ontario",2020-02-25,4,0,4,0,0,4
"Ontario",2020-02-26,4,0,5,0,0,5
"Ontario",2020-02-27,6,0,6,0,0,6
"Ontario",2020-02-28,6,0,6,0,0,6
"Ontario",2020-02-29,11,0,8,0,0,8
"Ontario",2020-03-01,15,0,15,0,0,15
"Ontario",2020-03-02,18,0,15,0,0,15
"Ontario",2020-03-03,20,0,20,0,0,20
"Ontario",2020-03-04,20,0,20,0,0,20
"Ontario",2020-03-05,22,0,22,0,0,22
"Ontario",2020-03-06,25,0,28,0,0,28
"Ontario",2020-03-07,28,0,28,0,0,28
"Ontario",2020-03-08,29,0,31,0,0,31
"Ontario",2020-03-09,34,0,34,0,0,34
"Ontario",2020-03-10,36,0,34,0,0,34
"Ontario",2020-03-11,41,0,42,0,0,42
"Ontario",2020-03-12,42,0,59,0,0,59
"Ontario",2020-03-13,74,0,79,0,0,79
"Ontario",2020-03-14,79,0,79,0,0,79
"Ontario",2020-03-15,104,0,103,0,0,103
"Ontario",2020-03-16,177,0,145,0,0,145
"Ontario",2020-03-17,185,1,177,0,0,177
"Ontario",2020-03-18,221,1,189,0,0,189
"Ontario",2020-03-19,257,1,258,0,0,258
"Ontario",2020-03-20,308,2,311,0,2,311
"Ontario",2020-03-21,377,3,377,0,3,377
"Ontario",2020-03-22,425,5,425,0,5,425
"Ontario",2020-03-23,503,6,503,0,6,503
"Ontario",2020-03-24,588,7,588,0,8,588
"Ontario",2020-03-25,688,8,688,0,13,688
"Ontario",2020-03-26,858,13,858,0,15,858
"Ontario",2020-03-27,994,18,993,0,18,993
"Ontario",2020-03-28,1144,18,993,0,18,993
"Ontario",2020-03-29,1355,21,1355,0,19,1355
"Ontario",2020-03-30,1706,31,1706,0,33,1706
"Ontario",2020-03-31,1966,33,1966,0,33,1966
"Ontario",2020-04-01,2392,37,2392,0,37,2392
"Ontario",2020-04-02,2793,53,2793,0,53,2793
"Ontario",2020-04-03,3255,67,3255,0,67,3255
"Ontario",2020-04-04,3630,94,3630,0,94,3630
"Ontario",2020-04-05,4354,119,4038,0,119,4038
"Ontario",2020-04-06,4347,150,4347,0,132,4347
"Ontario",2020-04-07,4726,153,4726,0,153,4726
"Ontario",2020-04-08,5276,153,5276,0,174,5276
"Ontario",2020-04-09,5759,200,5759,0,200,5759
"Ontario",2020-04-10,6237,222,6237,0,222,6237
"Ontario",2020-04-11,6648,253,6648,0,253,6648
"Ontario",2020-04-12,7049,274,7049,0,274,7049
"Ontario",2020-04-13,7470,291,7470,0,291,7470
"Ontario",2020-04-14,7953,334,7953,0,334,7953
"Ontario",2020-04-15,8447,385,8447,0,385,8447
"Ontario",2020-04-16,9840,490,8961,0,423,8961
"Ontario",2020-04-17,10456,524,9525,0,478,9525
"Ontario",2020-04-18,11013,564,10010,0,514,10010
"Ontario",2020-04-19,11561,591,10578,0,553,10578
"Ontario",2020-04-20,12063,624,11184,0,584,11184
"Ontario",2020-04-21,12715,694,11735,0,622,11735
"Ontario",2020-04-22,13718,762,12245,0,659,12245
"Ontario",2020-04-23,14068,806,12879,0,713,12879
"Ontario",2020-04-24,14550,862,13519,0,763,13519
"Ontario",2020-04-25,15012,916,13995,0,811,13995
"Ontario",2020-04-26,15568,960,14432,0,835,14432
"Ontario",2020-04-27,15970,1023,14856,0,892,14856
"Ontario",2020-04-28,16500,1072,15381,0,951,15381
"Ontario",2020-04-29,16978,1153,15728,0,996,15728
"Ontario",2020-04-30,17395,1205,16187,0,1082,16187
"Ontario",2020-05-01,17880,1265,16608,0,1121,16608
"Ontario",2020-05-02,18321,1292,17119,0,1176,17119
"Ontario",2020-05-03,18574,1326,17553,0,1216,17553
"Ontario",2020-05-04,19097,1446,17923,0,1300,17923
"Ontario",2020-05-05,19468,1505,18310,0,1361,18310
"Ontario",2020-05-06,19910,1560,18722,0,1429,18722
"Ontario",2020-05-07,20388,1607,19121,0,1477,19121
"Ontario",2020-05-08,20826,1665,19598,0,1540,19598
"Ontario",2020-05-09,21148,1726,19944,0,1599,19944
"Ontario",2020-05-10,0,0,20238,0,1634,20238
"Prince Edward Island",2019-12-31,0,0,0,0,0,0
